Current Loan Amount,Credit Score,Annual Income,Monthly Income,Monthly Debt,Debt / Income Ratio,Credit History(Years),Months Delinquent,Open Accounts,Credit Problems,Credit Balance,Total Credit,Credit Usage Ratio,Bankruptcies
597476,719.0,1167455.0,97287.92,24905.58,0.25599868925145075,25.4,0.0,13,0,791483,1251998,0.6321759299934984,0.0
605396,0.0,0.0,0.0,20058.87,0.0,22.5,0.0,23,0,146756,1213740,0.12091222172788241,0.0
630234,712.0,1652316.0,137693.0,20378.45,0.1479991720712019,24.9,0.0,9,0,178999,265716,0.6736478044227672,0.0
99999999,748.0,875444.0,72953.67,10796.94,0.1479972152189191,11.4,0.0,6,0,77311,412522,0.18741061082802857,0.0
388718,743.0,1167702.0,97308.5,23256.76,0.23900029288294444,18.8,0.0,17,0,297331,599808,0.4957102939607341,0.0
99999999,750.0,1135554.0,94629.5,14573.0,0.15400060234916174,16.7,13.0,13,0,99845,649528,0.15371931618036483,0.0
536602,721.0,2413722.0,201143.5,10057.08,0.049999527700373116,5.4,0.0,8,0,50388,136290,0.3697116442879155,0.0
462792,743.0,2721617.0,226801.42,10863.82,0.047900141013226455,26.0,0.0,9,0,84930,24582712,0.003454866981315975,0.0
344432,747.0,3011823.0,250985.25,19125.02,0.0761997766801037,14.1,0.0,13,2,164274,1132208,0.14509171459661122,0.0
769010,680.0,2466789.0,205565.75,35357.29,0.1719999075721515,16.4,27.0,11,0,455449,938344,0.4853752994637361,0.0
331276,675.0,2013012.0,167751.0,17613.95,0.10500056631555103,13.1,31.0,11,0,120422,170478,0.7063785356468283,0.0
183040,740.0,483531.0,40294.25,8542.21,0.21199575621831898,19.8,79.0,7,0,313842,506132,0.6200793468897442,0.0
333564,705.0,1005385.0,83782.08,3502.08,0.0417998693754082,9.7,0.0,11,1,128687,447480,0.2875815678913024,1.0
158202,688.0,1328271.0,110689.25,18595.87,0.16800068660687464,9.2,40.0,13,1,72694,252780,0.28757813118126435,0.0
552530,631.0,1297947.0,108162.25,19361.0,0.1789996047604409,13.5,0.0,9,0,416556,1074260,0.38776087725504066,0.0
448294,706.0,868946.0,72412.17,12382.3,0.17099749945347584,17.5,35.0,7,0,145502,167640,0.867943211643999,0.0
433796,720.0,936605.0,78050.42,16936.98,0.21700049788329134,16.3,0.0,11,0,331607,662024,0.5008987589573792,0.0
155100,746.0,1160444.0,96703.67,15666.07,0.16200078032198778,31.2,25.0,9,0,96330,290444,0.331664623817328,0.0
533720,0.0,0.0,0.0,29570.08,0.0,13.7,0.0,14,0,447469,638088,0.7012653427113501,0.0
169642,0.0,0.0,0.0,20782.39,0.0,17.3,28.0,6,0,187188,328416,0.5699722303420053,0.0
783860,708.0,2127620.0,177301.67,33155.57,0.18700088950092797,33.0,0.0,18,0,638647,1966734,0.3247246450206281,0.0
437932,743.0,2836605.0,236383.75,60514.24,0.256,31.5,0.0,19,0,986195,3535312,0.27895557732952564,0.0
260854,0.0,0.0,0.0,20533.87,0.0,41.4,12.0,7,0,159296,267322,0.5958955865959404,0.0
351186,715.0,946903.0,78908.58,6525.74,0.0827000055000356,10.4,49.0,11,1,88293,293788,0.3005330374283497,1.0
401258,750.0,2406597.0,200549.75,13877.98,0.06919968735937093,21.8,0.0,8,0,886160,1671142,0.5302721133213096,0.0
559460,0.0,0.0,0.0,23966.41,0.0,13.9,20.0,7,0,175921,345224,0.5095850809908928,0.0
283316,744.0,1788033.0,149002.75,22201.31,0.1489993305492684,20.5,7.0,10,0,57057,100276,0.5689995612110574,0.0
390302,666.0,973769.0,81147.42,26129.56,0.3220011184582332,16.5,28.0,8,0,311296,411928,0.7557048804645472,0.0
216128,738.0,989273.0,82439.42,19455.62,0.23599899174448338,16.5,0.0,12,0,280155,628650,0.4456454306848008,0.0
132572,688.0,553432.0,46119.33,9408.23,0.20399754289578792,14.2,41.0,4,1,58843,68464,0.8594735919607385,1.0
704198,741.0,1403492.0,116957.67,36490.64,0.3119986914924006,21.9,0.0,10,0,339511,1129656,0.3005437053403868,0.0
246532,704.0,1612264.0,134355.33,19481.27,0.14499811805009896,14.3,22.0,8,0,94088,178002,0.5285783305805553,0.0
105116,742.0,1475179.0,122931.58,17456.25,0.14199972049492895,8.1,0.0,13,0,54169,746636,0.07255074761999153,0.0
714428,683.0,1744884.0,145407.0,12257.85,0.08430027440219522,48.9,0.0,5,2,8721,234916,0.0371239081203494,0.0
346962,746.0,1872830.0,156069.17,42762.92,0.27399979124640694,19.8,0.0,21,0,455886,986656,0.4620516167742354,0.0
750728,0.0,0.0,0.0,47118.86,0.0,12.9,43.0,15,1,272346,804496,0.33852996161571963,0.0
75878,678.0,1460359.0,121696.58,28355.41,0.23300087808548112,45.0,0.0,16,1,345895,490226,0.7055827312300857,1.0
305316,710.0,973674.0,81139.5,14280.78,0.17600280997541273,14.0,0.0,15,0,144951,570900,0.25389910667367316,0.0
47212,0.0,0.0,0.0,16125.11,0.0,13.5,0.0,4,0,107521,124498,0.8636363636363636,0.0
216986,0.0,0.0,0.0,14412.83,0.0,19.8,74.0,9,0,171266,221342,0.7737618707701205,0.0
107822,0.0,0.0,0.0,8008.31,0.0,8.0,0.0,15,0,51205,357104,0.1433896007885658,0.0
272206,747.0,799786.0,66648.83,15729.15,0.23600039190485414,25.7,45.0,22,0,333393,1142130,0.29190459930130547,0.0
606826,720.0,4866394.0,405532.83,81512.09,0.20099997822617713,21.0,0.0,4,0,16237438,37527424,0.4326819234914712,0.0
306130,702.0,849015.0,70751.25,14291.61,0.20199798590130918,13.9,56.0,9,2,203034,371404,0.5466661640693153,1.0
175516,721.0,974928.0,81244.0,17467.46,0.215,23.0,20.0,6,0,100795,171138,0.5889691360188853,0.0
90156,720.0,1459770.0,121647.5,10352.34,0.0851011323701679,12.3,0.0,12,0,225378,343816,0.6555192312166973,0.0
434808,680.0,1408185.0,117348.75,16088.63,0.1371009917020846,16.0,44.0,7,0,764123,1150556,0.6641336884080392,0.0
402380,682.0,926687.0,77223.92,11815.15,0.15299857867873062,26.4,20.0,9,0,339416,657206,0.5164529843002041,0.0
779174,719.0,2691654.0,224304.5,52935.71,0.23599932234975224,29.0,8.0,15,0,1926733,2802690,0.6874584773913633,0.0
309914,0.0,0.0,0.0,20732.61,0.0,12.1,0.0,17,0,279300,1547370,0.18049981581651448,0.0
103202,729.0,965580.0,80465.0,10540.82,0.13099881936245572,16.5,49.0,8,0,154128,195668,0.7877016170247563,0.0
99999999,750.0,1569058.0,130754.83,24058.75,0.18399893908316808,18.2,0.0,18,0,798779,2083136,0.38345024040677134,0.0
76846,705.0,550031.0,45835.92,8855.33,0.19319629670354604,22.3,0.0,8,0,110542,337722,0.32731655029876644,0.0
100408,741.0,568575.0,47381.25,3998.93,0.08439899749373433,16.2,0.0,15,0,157738,247830,0.6364766170358713,0.0
322256,724.0,1113210.0,92767.5,12616.38,0.13599999999999998,12.7,0.0,10,2,211280,582494,0.3627161824842831,0.0
443564,0.0,0.0,0.0,32274.35,0.0,22.6,0.0,12,0,602319,1110538,0.5423668528226859,0.0
152394,670.0,1425437.0,118786.42,11058.95,0.09309944688963605,11.2,20.0,9,0,92055,304568,0.30224777389614144,0.0
201278,742.0,965675.0,80472.92,16979.92,0.2110016636652429,20.5,0.0,11,0,166554,514272,0.32386363636363635,0.0
557480,714.0,2214716.0,184559.67,45217.15,0.24500016715461184,14.0,55.0,13,0,261801,343288,0.7626278809629232,0.0
312642,7350.0,1446527.0,120543.92,13741.94,0.1139994451814741,16.0,14.0,7,0,238697,493548,0.48363482376587486,0.0
441936,0.0,0.0,0.0,53742.64,0.0,22.1,0.0,18,0,479940,2196480,0.2185041520979021,0.0
99999999,722.0,972268.0,81022.33,13449.53,0.1659978181323593,16.1,0.0,5,0,221160,278058,0.7953736270849967,0.0
99999999,712.0,2049245.0,170770.42,1485.61,0.008699457435309931,13.8,37.0,4,1,67203,153164,0.43876498393878455,1.0
321530,0.0,0.0,0.0,24620.96,0.0,22.8,16.0,21,0,201476,530222,0.3799842330193768,0.0
134024,746.0,1027330.0,85610.83,14639.5,0.17100056149438103,15.9,0.0,8,1,65208,216986,0.3005170840515056,1.0
217910,710.0,997443.0,83120.25,7173.26,0.08629978855934625,12.0,0.0,8,0,224599,579172,0.3877932634864945,0.0
99999999,727.0,969532.0,80794.33,7683.41,0.09509838128492432,19.2,50.0,7,0,17632,137984,0.12778293135435992,0.0
298298,750.0,837045.0,69753.75,23855.83,0.3420006809669731,32.9,0.0,17,0,373977,1924560,0.1943181818181818,0.0
99999999,724.0,887718.0,73976.5,3380.67,0.04569924232695518,9.8,0.0,6,0,40945,282238,0.1450725983035594,0.0
223036,738.0,558600.0,46550.0,14942.74,0.32100408163265304,17.0,0.0,16,0,425410,639716,0.6649982179592194,0.0
354354,743.0,1434557.0,119546.42,17931.82,0.14999880381194183,23.0,29.0,17,0,263796,644424,0.4093516070164985,0.0
218658,7190.0,1080169.0,90014.08,2646.51,0.029401067033068606,17.9,0.0,6,1,61788,260150,0.2375091293484528,0.0
308902,665.0,1185714.0,98809.5,14623.92,0.14800115373521777,9.1,0.0,10,0,404073,493526,0.818747137942074,0.0
443564,0.0,0.0,0.0,11779.62,0.0,29.0,76.0,11,0,411255,671616,0.6123365137221269,0.0
99999999,693.0,829426.0,69118.83,17832.45,0.25799698866430465,11.2,9.0,14,0,134026,277112,0.48365281907676316,0.0
67628,0.0,0.0,0.0,15649.16,0.0,18.9,0.0,7,0,28842,126038,0.22883574794903125,0.0
264352,0.0,0.0,0.0,16171.09,0.0,25.5,29.0,11,0,86393,162932,0.5302396091621044,0.0
386738,628.0,2597756.0,216479.67,46759.57,0.21599982113793872,22.1,5.0,8,0,101213,131098,0.7720407633983737,0.0
690844,747.0,1617983.0,134831.92,18337.28,0.1360010300231577,31.0,0.0,22,0,633023,2118424,0.29881789481237,0.0
771694,704.0,1523344.0,126945.33,8975.03,0.07069996194424798,15.0,0.0,12,0,1062518,1618804,0.6563598805043723,0.0
418088,697.0,1330266.0,110855.5,21838.6,0.19700059988002397,15.3,78.0,20,0,384617,853160,0.450814618594402,0.0
458260,674.0,1583080.0,131923.33,22294.98,0.1689995241933326,22.1,20.0,15,0,360544,619388,0.5820971668808566,0.0
99999999,732.0,1382744.0,115228.67,22238.93,0.19299823559536008,14.8,68.0,24,0,156142,1051160,0.14854256250237832,0.0
33088,703.0,457102.0,38091.83,9751.37,0.25599636457476577,13.6,37.0,15,0,17537,250734,0.06994264838434357,0.0
99999999,720.0,576099.0,48008.25,13586.33,0.28299990105867223,14.9,11.0,11,0,83866,243386,0.34458021414543155,0.0
354860,0.0,0.0,0.0,14028.27,0.0,8.0,9.0,15,0,293455,666248,0.440459108320025,0.0
667590,0.0,0.0,0.0,24599.68,0.0,13.4,0.0,11,0,669294,1026454,0.6520448066839819,0.0
129470,735.0,1118226.0,93185.5,2646.51,0.028400448567641963,14.7,0.0,3,0,126996,241846,0.5251110210629905,0.0
99999999,717.0,611382.0,50948.5,2017.61,0.03960096960656349,13.8,0.0,6,0,51699,66506,0.7773584338255195,0.0
162822,0.0,0.0,0.0,14586.87,0.0,17.4,0.0,13,0,54853,705804,0.07771704325846836,0.0
121902,7180.0,670795.0,55899.58,10900.49,0.19500128623506652,12.5,43.0,6,0,77007,284878,0.27031571409515653,0.0
110572,0.0,0.0,0.0,12223.27,0.0,20.5,0.0,5,0,13737,44286,0.3101883213656686,0.0
216678,0.0,0.0,0.0,4079.11,0.0,17.0,44.0,5,0,213465,361878,0.5898811201565168,0.0
442618,709.0,1109942.0,92495.17,19423.89,0.20999896535137996,16.3,12.0,18,1,569563,1290608,0.4413137064081425,1.0
36014,705.0,430711.0,35892.58,8685.85,0.24199569938967888,8.0,0.0,6,0,54036,84194,0.6418034539278333,0.0
224444,0.0,0.0,0.0,5698.1,0.0,16.5,26.0,6,0,192014,231110,0.830833802085587,0.0
563706,702.0,1908360.0,159030.0,42779.07,0.269,17.1,2.0,12,0,189582,333608,0.5682777391429462,0.0
215424,707.0,837216.0,69768.0,13395.38,0.19199891067538125,43.0,0.0,10,0,196308,279928,0.7012803292275156,0.0
32956,726.0,569145.0,47428.75,10671.54,0.2250015022533801,7.0,0.0,17,0,23617,109846,0.21500100140196274,0.0
323510,725.0,3259507.0,271625.58,24446.16,0.08999947648524119,14.6,43.0,8,0,174971,512886,0.3411498851596651,0.0
99999999,714.0,988988.0,82415.67,14257.98,0.1730008383114522,16.3,35.0,6,0,106818,129910,0.8222461704256793,0.0
764082,0.0,0.0,0.0,40456.89,0.0,13.2,0.0,13,0,457216,1116896,0.40936309199782256,0.0
786170,0.0,0.0,0.0,41586.63,0.0,15.7,0.0,8,0,431376,736714,0.5855406575686087,0.0
200134,690.0,1204752.0,100396.0,21484.63,0.2139988644965935,25.4,35.0,21,0,288154,644138,0.44734823904194443,0.0
219516,7340.0,663537.0,55294.75,10340.18,0.1870011167425479,25.8,44.0,7,0,181450,327250,0.5544690603514133,0.0
131758,741.0,815442.0,67953.5,2656.96,0.03909967845659164,28.8,25.0,12,0,73929,239074,0.3092306147887265,0.0
754292,6330.0,1600674.0,133389.5,22542.74,0.16899935902001284,22.6,48.0,16,0,813922,4188602,0.19431829522117403,0.0
433752,727.0,1779369.0,148280.75,24911.09,0.16799948745875645,24.0,20.0,14,0,244302,474606,0.5147469690648664,0.0
436216,686.0,1450422.0,120868.5,13053.76,0.10799968560874008,6.9,0.0,6,0,152304,209440,0.727196333078686,0.0
86548,730.0,1345428.0,112119.0,12333.09,0.11,4.8,28.0,31,1,106134,426734,0.24871231258816967,1.0
409222,736.0,996322.0,83026.83,14363.62,0.17299973996357565,14.5,0.0,5,0,323038,383240,0.8429130570921616,0.0
73260,0.0,0.0,0.0,7153.5,0.0,21.6,0.0,11,0,138719,225258,0.6158227454740786,0.0
446072,741.0,1733598.0,144466.5,21092.09,0.1459998684816203,23.7,0.0,9,0,478458,682264,0.7012798564778443,0.0
89452,712.0,1158696.0,96558.0,14580.22,0.1509996064541519,24.9,48.0,12,0,232275,1120658,0.2072666237157099,0.0
66880,6450.0,1347822.0,112318.5,775.01,0.006900109955172122,9.4,28.0,4,0,3116,31152,0.10002568053415511,0.0
87604,744.0,1740305.0,145025.42,9963.22,0.06869981828013322,14.7,0.0,5,0,189335,388014,0.48795919734854926,0.0
248732,0.0,0.0,0.0,5920.78,0.0,11.0,0.0,10,1,211071,441144,0.47846281486317394,1.0
326216,0.0,0.0,0.0,13225.33,0.0,20.9,6.0,9,0,51091,318032,0.16064735624088142,0.0
464596,698.0,906338.0,75528.17,10574.07,0.14000167089974508,22.5,0.0,14,0,399475,763290,0.5233594046823619,0.0
235312,723.0,879852.0,73321.0,17670.38,0.2410002591344908,19.6,0.0,7,1,228950,436040,0.5250665076598477,1.0
762916,681.0,4706300.0,392191.67,45102.01,0.11499991827975338,19.7,0.0,12,0,3144709,14058858,0.2236816816842449,0.0
359612,691.0,1321621.0,110135.08,11564.16,0.10499978753363597,10.5,29.0,10,0,1748,290444,0.006018371872030409,0.0
345950,728.0,1045703.0,87141.92,10535.5,0.12090048050352804,21.5,0.0,4,0,54492,110286,0.4940971655513846,0.0
135278,708.0,584193.0,48682.75,16454.76,0.3379998048590106,8.2,0.0,8,0,180842,250184,0.7228359927093659,0.0
244002,667.0,842935.0,70244.58,11309.37,0.1609998949385134,8.5,0.0,6,0,135774,219560,0.618391328110767,0.0
111430,704.0,519612.0,43301.0,13336.86,0.30800351031154016,6.9,0.0,13,0,101802,222838,0.456843087803696,0.0
66968,721.0,347054.0,28921.17,1524.18,0.052701187400094815,8.4,0.0,6,0,13756,23188,0.5932378816629291,0.0
217228,701.0,1722825.0,143568.75,7077.88,0.049299586435070306,11.2,32.0,6,0,61655,261514,0.23576175654075882,0.0
99999999,727.0,1568279.0,130689.92,16989.61,0.12999939092471707,24.0,0.0,5,1,15333,65780,0.23309516570386135,1.0
746152,715.0,6783228.0,565269.0,92138.79,0.16299989916305332,17.0,0.0,17,0,1731432,13189616,0.13127235849777583,0.0
241670,740.0,1043537.0,86961.42,13391.96,0.1539988652439208,22.5,0.0,6,1,200982,263560,0.7625663985430262,1.0
99999999,747.0,843125.0,70260.42,15597.67,0.22199796129883653,15.6,0.0,7,0,549328,1041040,0.5276723276723276,0.0
368214,650.0,1683495.0,140291.25,29040.36,0.20700050787201627,16.0,13.0,16,0,65417,235950,0.27724941724941726,0.0
73084,685.0,569430.0,47452.5,12907.08,0.272,13.9,0.0,9,0,233491,356202,0.6555016535561282,0.0
135542,709.0,578094.0,48174.5,15126.85,0.31400118319858017,12.5,53.0,10,0,71459,131736,0.5424409424910427,0.0
270468,735.0,1167930.0,97327.5,5917.55,0.060800390434358226,13.7,0.0,6,0,223402,468622,0.47672110997776457,0.0
287430,715.0,831345.0,69278.75,18705.12,0.26999794309221803,15.7,19.0,14,0,327199,464288,0.7047328382383349,0.0
132110,0.0,0.0,0.0,19965.96,0.0,27.9,0.0,9,0,585637,812108,0.7211319184147921,0.0
258566,701.0,1042074.0,86839.5,20754.65,0.23900010939722133,11.8,0.0,12,0,180747,275726,0.6555312157721797,0.0
99999999,743.0,1362053.0,113504.42,10839.69,0.09550015761500742,13.9,67.0,12,0,1012187,1814252,0.5579087138942109,0.0
350482,699.0,2837745.0,236478.75,33580.03,0.14200020086371395,22.9,6.0,9,0,150385,177496,0.847258529769685,0.0
441100,7300.0,1005708.0,83809.0,8288.75,0.09890047608252098,13.4,0.0,9,1,83980,200508,0.41883615616334513,1.0
99999999,744.0,1639548.0,136629.0,13020.7,0.09529968015575024,16.3,0.0,10,0,380342,703494,0.5406471128396262,0.0
267696,620.0,994118.0,82843.17,9775.5,0.11800007170174681,12.0,57.0,10,0,136287,167354,0.8143635646593449,0.0
157476,0.0,0.0,0.0,5302.33,0.0,21.5,0.0,13,0,268356,681406,0.3938268814774158,0.0
530860,0.0,0.0,0.0,23591.73,0.0,8.9,0.0,15,0,344280,665500,0.5173253193087903,0.0
400202,704.0,1056077.0,88006.42,8589.33,0.09759890244370809,16.5,0.0,4,0,326420,424666,0.768651128180735,0.0
222024,720.0,709460.0,59121.67,6982.31,0.11810068964560712,15.6,0.0,12,0,131803,205128,0.6425402675402675,0.0
203302,0.0,0.0,0.0,27380.71,0.0,25.2,12.0,7,0,70376,167002,0.42140812684878026,0.0
65604,715.0,1303267.0,108605.58,17485.51,0.16100010699266096,16.4,66.0,14,0,214434,323730,0.6623853211009174,0.0
257554,721.0,2020460.0,168371.67,2323.51,0.01379988688120751,12.1,30.0,5,0,24605,182556,0.13478056048554965,0.0
334158,693.0,1154364.0,96197.0,12409.47,0.1290005925340707,11.3,57.0,8,1,159695,209396,0.7626458958146287,1.0
213202,708.0,1534440.0,127870.0,13042.74,0.102,23.0,0.0,36,0,464037,1297824,0.35755002219099047,0.0
175516,745.0,1800136.0,150011.33,12825.95,0.08549987524275668,9.0,0.0,6,0,56620,528704,0.10709205907275149,0.0
48202,682.0,1040516.0,86709.67,13440.03,0.15500035924482242,10.5,0.0,11,0,162203,225742,0.7185326611795767,0.0
99999999,742.0,1654482.0,137873.5,14063.23,0.10200096465238062,17.7,68.0,8,0,180671,286176,0.6313282735100079,0.0
212828,684.0,2680482.0,223373.5,47645.54,0.21329987666397313,20.4,0.0,20,1,476349,570966,0.8342861046016751,0.0
99999999,663.0,1849593.0,154132.75,34217.29,0.22199882893155415,18.6,0.0,21,0,386042,833954,0.46290562788834877,0.0
108328,728.0,935636.0,77969.67,2822.64,0.03620176922641843,12.8,29.0,7,0,94297,335984,0.28065919805705036,0.0
33330,0.0,0.0,0.0,26364.78,0.0,16.9,0.0,11,0,393243,489082,0.8040430847996859,0.0
99999999,740.0,742520.0,61876.67,6187.54,0.09999794753014343,11.7,0.0,12,0,275310,937574,0.2936408219511207,0.0
283888,718.0,754376.0,62864.67,7858.21,0.12500200828223548,31.0,33.0,7,0,291308,447942,0.6503252653245286,0.0
333828,0.0,0.0,0.0,13526.29,0.0,14.0,2.0,6,0,19209,142516,0.13478486626063038,0.0
99999999,748.0,3394293.0,282857.75,7665.55,0.027100371122940774,27.9,0.0,8,0,692968,2084104,0.33250164099296386,0.0
107756,6980.0,446690.0,37224.17,7314.62,0.19650189648284971,10.0,0.0,5,0,38190,51546,0.7408916307763939,0.0
71236,708.0,557612.0,46467.67,8596.36,0.18499657934215338,13.7,18.0,6,0,70623,323224,0.21849553250996212,0.0
468974,734.0,1253658.0,104471.5,17446.56,0.16699827225606986,15.5,0.0,14,1,149644,1264780,0.11831622890937554,1.0
221496,734.0,1147752.0,95646.0,18364.07,0.19200039729837107,16.4,0.0,10,0,250876,579832,0.4326701527338953,0.0
220858,713.0,2861115.0,238426.25,46016.29,0.1930000996115151,13.0,21.0,10,0,148903,200948,0.7410026474510819,0.0
154000,734.0,988000.0,82333.33,15149.27,0.18399923821859265,15.5,11.0,15,0,88939,145244,0.6123419900305692,0.0
528792,742.0,1614924.0,134577.0,30145.4,0.22400112946491602,15.5,5.0,19,0,517674,733678,0.7055874648006346,0.0
766854,659.0,1324547.0,110378.92,13885.58,0.12579920151420218,15.6,0.0,7,0,550411,986546,0.5579172182543947,0.0
220418,704.0,1427717.0,118976.42,24152.04,0.20299854374505472,16.6,23.0,11,0,384959,564256,0.6822417484262463,0.0
254584,703.0,1074450.0,89537.5,18892.46,0.21100053050397877,23.0,0.0,12,0,558125,880462,0.6339001569630489,0.0
330902,700.0,1305015.0,108751.25,23816.69,0.2190015287180607,14.8,0.0,17,0,308370,515966,0.5976556594814387,0.0
479490,680.0,2032924.0,169410.33,29477.36,0.17399977911618497,12.8,0.0,16,0,674956,1289640,0.5233677615458577,0.0
204996,738.0,530651.0,44220.92,8446.26,0.19100145361064402,11.0,0.0,11,0,156807,384670,0.40764031507525933,0.0
483714,706.0,1160425.0,96702.08,8964.2,0.09269914359649763,12.5,45.0,6,0,84797,275022,0.30832806102784505,0.0
67188,745.0,1450650.0,120887.5,32156.17,0.2660007858546169,19.6,0.0,6,0,2642634,3138344,0.8420472707899452,0.0
154374,712.0,1539779.0,128314.92,12728.86,0.09920015536774679,28.2,55.0,6,0,377359,624206,0.604542410678526,0.0
770396,695.0,1596798.0,133066.5,4404.58,0.033100592560862424,17.5,0.0,6,2,154679,415536,0.37223970967617726,1.0
217272,698.0,1032042.0,86003.5,17028.75,0.19800066276372474,12.2,34.0,9,0,195206,393096,0.49658607566599505,0.0
99999999,749.0,1009071.0,84089.25,21863.3,0.26000112975201944,16.7,0.0,4,0,384807,718674,0.5354402691623741,0.0
130834,730.0,625613.0,52134.42,9592.91,0.18400338969916613,10.2,6.0,13,0,50996,218724,0.2331522832428083,0.0
99550,704.0,558657.0,46554.75,9171.3,0.19700030609121516,13.9,15.0,6,0,43548,88000,0.49486363636363634,0.0
333828,703.0,788044.0,65670.33,13856.32,0.21099817832497567,17.0,33.0,15,0,168302,302588,0.5562084418417121,0.0
250976,0.0,0.0,0.0,10299.14,0.0,20.8,0.0,13,0,495900,1201244,0.4128220411506738,0.0
57838,705.0,672448.0,56037.33,17371.7,0.31000227883805315,22.8,5.0,8,0,244834,400422,0.611439930872929,0.0
178244,714.0,1712641.0,142720.08,8406.17,0.05889970072886731,16.7,63.0,10,0,80503,120252,0.6694524831187839,0.0
112486,698.0,2758705.0,229892.08,38621.87,0.1680000024359256,20.8,0.0,19,0,692569,1104576,0.6269998623906368,0.0
105908,0.0,0.0,0.0,9264.97,0.0,22.7,0.0,4,0,34048,96624,0.35237622122868023,0.0
606210,656.0,1402352.0,116862.67,14841.47,0.12699923765219467,18.7,19.0,12,0,282815,575520,0.49140777036419236,0.0
176330,741.0,666273.0,55522.75,9383.34,0.16899991444948242,16.0,0.0,21,0,224276,551386,0.4067495366222574,0.0
111848,742.0,1007418.0,83951.5,13516.22,0.16100033948172457,13.6,0.0,9,0,41344,368258,0.11226911567433702,0.0
549780,647.0,1766297.0,147191.42,22667.38,0.15399932958048776,32.8,27.0,16,0,533026,1062292,0.5017697582209035,0.0
214676,712.0,5820688.0,485057.33,54326.51,0.11200018356593024,24.7,0.0,10,0,864747,1030150,0.8394379459302044,0.0
128744,743.0,540436.0,45036.33,7836.17,0.17399663782550664,23.0,28.0,6,0,35986,148302,0.24265350433574734,0.0
230120,714.0,954845.0,79570.42,24189.28,0.3039983953836111,29.9,38.0,24,0,525597,723646,0.7263178404910688,0.0
64724,738.0,536579.0,44714.92,13235.78,0.29600366052315424,23.7,0.0,10,0,604143,860420,0.7021489505125403,0.0
603020,604.0,1303134.0,108594.5,13139.83,0.12099903770448779,17.2,6.0,11,0,135337,404954,0.33420339100243485,0.0
157322,726.0,1854970.0,154580.83,20713.8,0.1339997980344652,16.7,21.0,11,0,40451,195206,0.20722211407436247,0.0
503228,0.0,0.0,0.0,12095.97,0.0,14.8,48.0,5,0,85880,203346,0.4223343463849793,0.0
610214,0.0,0.0,0.0,109791.5,0.0,25.8,36.0,25,0,2353435,5084002,0.4629099280448749,0.0
417868,714.0,932615.0,77717.92,17253.52,0.22200182403234672,14.4,77.0,15,0,297654,457710,0.6503113325031133,0.0
128436,0.0,0.0,0.0,18975.68,0.0,14.9,12.0,7,0,88008,183282,0.48017808622778013,0.0
71346,747.0,372533.0,31044.42,8723.66,0.2810057330753804,12.5,0.0,7,0,61883,192610,0.32128653756295106,0.0
99999999,702.0,468635.0,39052.92,8552.66,0.21900180575485778,9.5,0.0,12,0,143925,280082,0.5138673674138288,0.0
136224,737.0,774934.0,64577.83,13626.04,0.21100182523940492,32.8,54.0,10,0,198075,356664,0.5553546194737905,0.0
333476,608.0,1014809.0,84567.42,19619.78,0.23200163845603897,14.7,0.0,16,1,113335,330550,0.34286794736045983,1.0
330726,0.0,0.0,0.0,13768.35,0.0,10.5,17.0,7,0,121657,207174,0.5872213694768649,0.0
220418,735.0,761444.0,63453.67,4130.79,0.06509930788873204,11.5,0.0,5,0,123120,174064,0.7073260409964152,0.0
150172,674.0,1389660.0,115805.0,20960.8,0.1810008203445447,16.2,37.0,17,0,139289,225258,0.6183531772456472,0.0
156398,691.0,917491.0,76457.58,8869.01,0.11599909387663068,12.1,33.0,9,1,74461,103136,0.7219690505739994,0.0
108482,720.0,562077.0,46839.75,2248.27,0.04799918872325322,6.7,0.0,4,0,80066,218636,0.3662068460820725,0.0
570174,715.0,1723471.0,143622.58,10757.23,0.07489929508298765,16.5,50.0,12,0,279604,478192,0.5847107438016529,0.0
766766,699.0,2270424.0,189202.0,17936.38,0.09480016067483431,20.8,0.0,8,1,90155,262966,0.3428389981974856,1.0
259798,0.0,0.0,0.0,15698.37,0.0,13.6,0.0,19,0,49856,1254770,0.039733178192019256,0.0
267124,0.0,0.0,0.0,10092.8,0.0,9.0,0.0,5,0,174458,231396,0.7539369738457017,0.0
76824,705.0,1080511.0,90042.58,20799.87,0.23100037782124855,15.9,0.0,11,0,871758,1141866,0.7634503523180478,0.0
210430,0.0,0.0,0.0,23790.85,0.0,13.0,0.0,7,0,229596,309122,0.7427358777440622,0.0
753060,660.0,1755315.0,146276.25,35398.71,0.2419990258158792,14.9,0.0,8,0,427614,557568,0.7669270833333334,0.0
280126,698.0,1965721.0,163810.08,18183.0,0.11100049520762093,26.5,0.0,4,0,731956,1039896,0.7038742335772039,0.0
223124,7260.0,1002022.0,83501.83,21042.69,0.2520027405387403,19.6,44.0,9,0,216372,539968,0.40071263482280434,0.0
99999999,737.0,684760.0,57063.33,2756.14,0.04829966985803317,13.5,0.0,4,0,56335,152064,0.37046901304713803,0.0
331650,747.0,1909500.0,159125.0,46623.72,0.29300059701492537,33.5,12.0,22,0,156009,907720,0.17186907857048428,0.0
661056,744.0,4567296.0,380608.0,53285.12,0.14,22.5,0.0,16,2,554268,1309748,0.42318675042832665,0.0
